"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",757,3,100,100,271,1,"true","java",0,2.74155
"2",758,3,100,100,271,1,"true","beagle_CPU",0,1.78353333333333
"3",759,3,100,100,271,1,"true","beagle_SSE",0,1.86398333333333
"4",760,3,100,100,271,2,"true","java",0,1.95161666666667
"5",761,3,100,100,271,2,"true","beagle_CPU",0,2.02015
"6",762,3,100,100,271,2,"true","beagle_SSE",0,1.9247
"7",763,3,100,100,271,4,"true","java",0,2.41905
"8",764,3,100,100,271,4,"true","beagle_CPU",0,1.4797
"9",765,3,100,100,271,4,"true","beagle_SSE",0,2.39691666666667
"10",766,3,100,100,271,6,"true","java",0,2.32443333333333
"11",767,3,100,100,271,6,"true","beagle_CPU",0,2.24408333333333
"12",768,3,100,100,271,6,"true","beagle_SSE",0,2.21906666666667
"13",769,3,100,100,271,8,"true","java",0,2.95651666666667
"14",770,3,100,100,271,8,"true","beagle_CPU",0,2.16483333333333
"15",771,3,100,100,271,8,"true","beagle_SSE",0,2.10496666666667
"16",772,3,100,100,271,1,"true","beagle_GPU",1,1.89806666666667
"17",773,3,100,100,271,1,"true","beagle_GPU",2,1.80743333333333
"18",774,3,100,100,271,1,"true","beagle_GPU",4,1.79355
"19",775,3,100,100,271,1,"false","java",0,2.73963333333333
"20",776,3,100,100,271,1,"false","beagle_CPU",0,1.72161666666667
"21",777,3,100,100,271,1,"false","beagle_SSE",0,1.69871666666667
"22",778,3,100,100,271,2,"false","java",0,2.65371666666667
"23",779,3,100,100,271,2,"false","beagle_CPU",0,2.16153333333333
"24",780,3,100,100,271,2,"false","beagle_SSE",0,1.96033333333333
"25",781,3,100,100,271,4,"false","java",0,2.12921666666667
"26",782,3,100,100,271,4,"false","beagle_CPU",0,1.95946666666667
"27",783,3,100,100,271,4,"false","beagle_SSE",0,2.77793333333333
"28",784,3,100,100,271,6,"false","java",0,2.76791666666667
"29",785,3,100,100,271,6,"false","beagle_CPU",0,1.40731666666667
"30",786,3,100,100,271,6,"false","beagle_SSE",0,2.08851666666667
"31",787,3,100,100,271,8,"false","java",0,2.99595
"32",788,3,100,100,271,8,"false","beagle_CPU",0,1.12516666666667
"33",789,3,100,100,271,8,"false","beagle_SSE",0,1.7364
"34",790,3,100,100,271,1,"false","beagle_GPU",1,1.77113333333333
"35",791,3,100,100,271,1,"false","beagle_GPU",2,1.78198333333333
"36",792,3,100,100,271,1,"false","beagle_GPU",4,1.79615
