"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",613,9,20,500,3647,1,"true","java",0,10.2037333333333
"2",614,9,20,500,3647,1,"true","beagle_CPU",0,12.0858833333333
"3",615,9,20,500,3647,1,"true","beagle_SSE",0,12.4254833333333
"4",616,9,20,500,3647,2,"true","java",0,6.77586666666667
"5",617,9,20,500,3647,2,"true","beagle_CPU",0,7.50418333333333
"6",618,9,20,500,3647,2,"true","beagle_SSE",0,7.26391666666667
"7",619,9,20,500,3647,4,"true","java",0,4.79135
"8",620,9,20,500,3647,4,"true","beagle_CPU",0,3.64108333333333
"9",621,9,20,500,3647,4,"true","beagle_SSE",0,2.21033333333333
"10",622,9,20,500,3647,6,"true","java",0,3.55341666666667
"11",623,9,20,500,3647,6,"true","beagle_CPU",0,2.96231666666667
"12",624,9,20,500,3647,6,"true","beagle_SSE",0,3.27776666666667
"13",625,9,20,500,3647,8,"true","java",0,3.3204
"14",626,9,20,500,3647,8,"true","beagle_CPU",0,3.17171666666667
"15",627,9,20,500,3647,8,"true","beagle_SSE",0,2.45453333333333
"16",628,9,20,500,3647,1,"true","beagle_GPU",1,5.05198333333333
"17",629,9,20,500,3647,1,"true","beagle_GPU",2,4.9325
"18",630,9,20,500,3647,1,"true","beagle_GPU",4,5.3794
"19",631,9,20,500,3647,1,"false","java",0,10.1153833333333
"20",632,9,20,500,3647,1,"false","beagle_CPU",0,5.62948333333333
"21",633,9,20,500,3647,1,"false","beagle_SSE",0,6.57603333333333
"22",634,9,20,500,3647,2,"false","java",0,6.02943333333333
"23",635,9,20,500,3647,2,"false","beagle_CPU",0,5.85816666666667
"24",636,9,20,500,3647,2,"false","beagle_SSE",0,5.20635
"25",637,9,20,500,3647,4,"false","java",0,4.74581666666667
"26",638,9,20,500,3647,4,"false","beagle_CPU",0,5.44876666666667
"27",639,9,20,500,3647,4,"false","beagle_SSE",0,4.41126666666667
"28",640,9,20,500,3647,6,"false","java",0,3.61463333333333
"29",641,9,20,500,3647,6,"false","beagle_CPU",0,3.50096666666667
"30",642,9,20,500,3647,6,"false","beagle_SSE",0,3.0196
"31",643,9,20,500,3647,8,"false","java",0,3.91831666666667
"32",644,9,20,500,3647,8,"false","beagle_CPU",0,2.94316666666667
"33",645,9,20,500,3647,8,"false","beagle_SSE",0,3.434
"34",646,9,20,500,3647,1,"false","beagle_GPU",1,5.06351666666667
"35",647,9,20,500,3647,1,"false","beagle_GPU",2,4.84013333333333
"36",648,9,20,500,3647,1,"false","beagle_GPU",4,5.38981666666667
