"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",1,1,20,500,409,1,"true","java",0,1.21605
"2",2,1,20,500,409,1,"true","beagle_CPU",0,0.6607
"3",3,1,20,500,409,1,"true","beagle_SSE",0,0.412983333333333
"4",4,1,20,500,409,2,"true","java",0,1.07465
"5",5,1,20,500,409,2,"true","beagle_CPU",0,0.354516666666667
"6",6,1,20,500,409,2,"true","beagle_SSE",0,0.35405
"7",7,1,20,500,409,4,"true","java",0,1.1039
"8",8,1,20,500,409,4,"true","beagle_CPU",0,0.351866666666667
"9",9,1,20,500,409,4,"true","beagle_SSE",0,0.361716666666667
"10",10,1,20,500,409,6,"true","java",0,1.10541666666667
"11",11,1,20,500,409,6,"true","beagle_CPU",0,0.35255
"12",12,1,20,500,409,6,"true","beagle_SSE",0,0.372166666666667
"13",13,1,20,500,409,8,"true","java",0,1.1015
"14",14,1,20,500,409,8,"true","beagle_CPU",0,0.356883333333333
"15",15,1,20,500,409,8,"true","beagle_SSE",0,0.361916666666667
"16",16,1,20,500,409,1,"true","beagle_GPU",1,0.67345
"17",17,1,20,500,409,1,"true","beagle_GPU",2,0.749366666666667
"18",18,1,20,500,409,1,"true","beagle_GPU",4,0.6703
"19",19,1,20,500,409,1,"false","java",0,1.23865
"20",20,1,20,500,409,1,"false","beagle_CPU",0,0.513133333333333
"21",21,1,20,500,409,1,"false","beagle_SSE",0,0.47715
"22",22,1,20,500,409,2,"false","java",0,1.10685
"23",23,1,20,500,409,2,"false","beagle_CPU",0,0.36065
"24",24,1,20,500,409,2,"false","beagle_SSE",0,0.360633333333333
"25",25,1,20,500,409,4,"false","java",0,1.11491666666667
"26",26,1,20,500,409,4,"false","beagle_CPU",0,0.351683333333333
"27",27,1,20,500,409,4,"false","beagle_SSE",0,0.35285
"28",28,1,20,500,409,6,"false","java",0,1.10248333333333
"29",29,1,20,500,409,6,"false","beagle_CPU",0,0.350566666666667
"30",30,1,20,500,409,6,"false","beagle_SSE",0,0.349933333333333
"31",31,1,20,500,409,8,"false","java",0,1.09875
"32",32,1,20,500,409,8,"false","beagle_CPU",0,0.3502
"33",33,1,20,500,409,8,"false","beagle_SSE",0,0.349683333333333
"34",34,1,20,500,409,1,"false","beagle_GPU",1,0.691266666666667
"35",35,1,20,500,409,1,"false","beagle_GPU",2,0.723033333333333
"36",36,1,20,500,409,1,"false","beagle_GPU",4,0.669766666666667
