"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",973,3,100,1000,2516,1,"true","java",0,20.84385
"2",974,3,100,1000,2516,1,"true","beagle_CPU",0,16.1742166666667
"3",975,3,100,1000,2516,1,"true","beagle_SSE",0,16.08885
"4",976,3,100,1000,2516,2,"true","java",0,13.5618833333333
"5",977,3,100,1000,2516,2,"true","beagle_CPU",0,11.9701333333333
"6",978,3,100,1000,2516,2,"true","beagle_SSE",0,12.51805
"7",979,3,100,1000,2516,4,"true","java",0,10.6901666666667
"8",980,3,100,1000,2516,4,"true","beagle_CPU",0,5.0476
"9",981,3,100,1000,2516,4,"true","beagle_SSE",0,7.2521
"10",982,3,100,1000,2516,6,"true","java",0,9.11825
"11",983,3,100,1000,2516,6,"true","beagle_CPU",0,5.47111666666667
"12",984,3,100,1000,2516,6,"true","beagle_SSE",0,5.9308
"13",985,3,100,1000,2516,8,"true","java",0,8.33041666666667
"14",986,3,100,1000,2516,8,"true","beagle_CPU",0,5.71141666666667
"15",987,3,100,1000,2516,8,"true","beagle_SSE",0,6.29868333333333
"16",988,3,100,1000,2516,1,"true","beagle_GPU",1,2.40063333333333
"17",989,3,100,1000,2516,1,"true","beagle_GPU",2,2.43185
"18",990,3,100,1000,2516,1,"true","beagle_GPU",4,2.42165
"19",991,3,100,1000,2516,1,"false","java",0,20.7087833333333
"20",992,3,100,1000,2516,1,"false","beagle_CPU",0,8.86155
"21",993,3,100,1000,2516,1,"false","beagle_SSE",0,9.91573333333333
"22",994,3,100,1000,2516,2,"false","java",0,13.8047333333333
"23",995,3,100,1000,2516,2,"false","beagle_CPU",0,7.92768333333333
"24",996,3,100,1000,2516,2,"false","beagle_SSE",0,8.04488333333333
"25",997,3,100,1000,2516,4,"false","java",0,9.72815
"26",998,3,100,1000,2516,4,"false","beagle_CPU",0,8.85958333333333
"27",999,3,100,1000,2516,4,"false","beagle_SSE",0,8.83141666666667
"28",1000,3,100,1000,2516,6,"false","java",0,8.0873
"29",1001,3,100,1000,2516,6,"false","beagle_CPU",0,6.49296666666667
"30",1002,3,100,1000,2516,6,"false","beagle_SSE",0,6.29975
"31",1003,3,100,1000,2516,8,"false","java",0,12.4663
"32",1004,3,100,1000,2516,8,"false","beagle_CPU",0,5.56833333333333
"33",1005,3,100,1000,2516,8,"false","beagle_SSE",0,6.61295
"34",1006,3,100,1000,2516,1,"false","beagle_GPU",1,2.4222
"35",1007,3,100,1000,2516,1,"false","beagle_GPU",2,2.41511666666667
"36",1008,3,100,1000,2516,1,"false","beagle_GPU",4,2.42131666666667
