"","run","nPartitions","nTaxa","partitionSeqLength","totalSitePatterns","nCPU","instances","beagle","nGPU","time(minutes)"
"1",109,1,20,9000,6245,1,"true","java",0,18.2016333333333
"2",110,1,20,9000,6245,1,"true","beagle_CPU",0,5.02088333333333
"3",111,1,20,9000,6245,1,"true","beagle_SSE",0,4.9761
"4",112,1,20,9000,6245,2,"true","java",0,18.5478166666667
"5",113,1,20,9000,6245,2,"true","beagle_CPU",0,4.66481666666667
"6",114,1,20,9000,6245,2,"true","beagle_SSE",0,5.37335
"7",115,1,20,9000,6245,4,"true","java",0,17.6747333333333
"8",116,1,20,9000,6245,4,"true","beagle_CPU",0,5.12875
"9",117,1,20,9000,6245,4,"true","beagle_SSE",0,5.78113333333333
"10",118,1,20,9000,6245,6,"true","java",0,16.7442
"11",119,1,20,9000,6245,6,"true","beagle_CPU",0,4.74095
"12",120,1,20,9000,6245,6,"true","beagle_SSE",0,4.72603333333333
"13",121,1,20,9000,6245,8,"true","java",0,16.85095
"14",122,1,20,9000,6245,8,"true","beagle_CPU",0,4.4903
"15",123,1,20,9000,6245,8,"true","beagle_SSE",0,4.44468333333333
"16",124,1,20,9000,6245,1,"true","beagle_GPU",1,0.993833333333333
"17",125,1,20,9000,6245,1,"true","beagle_GPU",2,0.967716666666667
"18",126,1,20,9000,6245,1,"true","beagle_GPU",4,0.945666666666667
"19",127,1,20,9000,6245,1,"false","java",0,17.4878166666667
"20",128,1,20,9000,6245,1,"false","beagle_CPU",0,8.3728
"21",129,1,20,9000,6245,1,"false","beagle_SSE",0,8.39535
"22",130,1,20,9000,6245,2,"false","java",0,17.3527
"23",131,1,20,9000,6245,2,"false","beagle_CPU",0,7.15731666666667
"24",132,1,20,9000,6245,2,"false","beagle_SSE",0,6.75716666666667
"25",133,1,20,9000,6245,4,"false","java",0,17.2168833333333
"26",134,1,20,9000,6245,4,"false","beagle_CPU",0,6.36861666666667
"27",135,1,20,9000,6245,4,"false","beagle_SSE",0,6.40093333333333
"28",136,1,20,9000,6245,6,"false","java",0,16.63475
"29",137,1,20,9000,6245,6,"false","beagle_CPU",0,4.87736666666667
"30",138,1,20,9000,6245,6,"false","beagle_SSE",0,4.82433333333333
"31",139,1,20,9000,6245,8,"false","java",0,16.7952166666667
"32",140,1,20,9000,6245,8,"false","beagle_CPU",0,4.52038333333333
"33",141,1,20,9000,6245,8,"false","beagle_SSE",0,4.42773333333333
"34",142,1,20,9000,6245,1,"false","beagle_GPU",1,0.953483333333333
"35",143,1,20,9000,6245,1,"false","beagle_GPU",2,0.929516666666667
"36",144,1,20,9000,6245,1,"false","beagle_GPU",4,0.930333333333333
